"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Euro area","EMU","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","69.6947180580404","74.0490185670673","71.9083869366191","69.9148342738945","69.2311691246154","67.7831628358417","70.0331050174955","68.6596708752085","72.9338504017338","75.023135833631","76.730101294133","77.0020349910725","77.2312067249703","69.1325953549983","79.7924990063573","78.6412942088296","76.2898751780987","78.0793781803417","78.0311232921265","76.0640762694961","79.2639860602027","80.6629562211983","78.3241006660245","77.6207601033487","81.5212010867987","85.2352763588364","83.137061803542","84.2022023206689","86.4988154372337","88.3744453513104","90.3343617797216","89.932835962307","95.4097631609508","98.5626078811423","96.3117528303381","98.8760356027872","95.4250942860095","98.3286714664845","101.449210034494","108.522018540227","106.738444152091","99.8606765530541","102.285438566759","97.8136846691805","86.9172564767091","84.6213870446113","91.0541990534195","76.5748050324182","81.7297901607235","84.6335541415884","83.6108211518799","86.2532315513131","84.7167009132997","89.2821995690326","83.4108410401335","84.1990388242464","88.2265779553776","88.764220711182","88.5525289056938","95.9376622267577","",
"Eritrea","ERI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","107.848963928486","111.333690539272","109.649676943554","91.9393014780344","77.8214231005664","74.0743850222484","72.9693741677763","76.8151399582644","75.5691471287802","75.857766687461","80.6824754193175","78.2436119385369","82.906626629136","87.3536727289323","78.1428952870855","83.0369111164331","72.8663926638853","77.6736512443227","80.3507962084901","77.3670361200367","69.2794460782908","77.286510941337","75.8058975629458","77.8030025735938","80.6800380941924","86.4447100102353","92.6741761222793","99.2936857095841","99.4448590341245","109.473051437183","112.321146429674","99.6519013174089","100.685866345244","101.768836791805","97.940251572327","115.693363240533","103.101002690144","123.024948024948","120.26765163297","119.133133798914","126.406079097346","135.930140533397","124.595984970947","118.047293021115","103.737481066172","112.706535360572","117.185367443222","89.1699567127999","106.145003684811","112.151030876985","95.7240133486006","90.7532294049602","104.528401335746","117.494983061907","112.734850509594","110.453059178655","120.354506625365","114.592826029002","113.738388033272","118.954391036694","",
"Estonia","EST","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.263182447247","382.32870261361","76.5837436613508","49.0367775831874","42.3938814531549","66.5191387559809","110.569965870307","67.619802765251","92.4679233328053","75.1803021484425","111.304813715793","114.85","65.7377516854101","35.7191662128039","42.5747357825868","47.1656034438048","65.391825613079","423.119378577269","6118.03051317614","17328.7356321839","19054.5454545455","14395.3424657534","23082.2994210091","47056.2442027152","49620.5718395972","24085.5183541751","22868.7779377226","23596.1057655883","24917.4179862111","",
"Ethiopia","ETH","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","75.2889716545546","82.5324024712535","80.8260263426623","78.9336620608777","78.8166635704151","78.5427084648724","81.7554941183948","81.1513637829908","84.3594414607613","85.5849762576031","87.5708089293201","87.8708315939927","89.4775410644049","81.5113489486522","92.560948995831","89.1348979256539","87.0630587042107","87.6276612031124","87.7785696010223","85.1886888807122","89.4224409837304","89.4394753012404","87.6911223224411","85.5919860753256","88.3197794454607","91.5522995850812","87.8818171575275","89.5489915913003","90.0945276671485","89.5449619985384","88.1115149821138","85.928107125242","91.8152575309375","92.7107074657247","87.313478454538","90.9977344199488","91.8390852945265","96.2549437042988","97.4401721353142","99.8254930129831","99.9096048257292","96.7690345402838","97.7908833529169","91.217084041332","83.8346281949882","84.0625705976483","89.412733684638","80.7748638101219","84.7045300892742","87.1849771872953","85.7717397943684","86.7828338850437","88.3909832469459","89.8298058118746","87.3898784412142","90.2727496851179","90.8242627010991","91.6097584206645","89.902557151795","91.7772239222793","",
"Fragile and conflict affected situations","FCS","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","268.61310782241","227.15451300357","208.196774193548","203.993197278912","216.137238346912","180.44805818581","182.510352829362","186.666136717062","153.807997557998","154.420771606554","118.951733368387","149.891654134122","173.482196774079","140.503219715161","138.658452057168","106.863200135374","116.001048266012","178.358262001676","161.825020060715","121.825758339212","106.811191958593","104.501458404832","110.066023070565","107.134321317425","91.7740859220395","80.0137557573576","100.793705415366","125.603195902352","90.1422119794987","75.5970163235673","71.7566425120773","64.7043262465781","51.2838425712677","55.2591514553527","56.8182666437751","54.8963483616861","52.6062018917551","51.3680268282645","54.916150762058","51.1899419141555","50.770446822226","50.3339036186483","51.9770657742344","49.7794525966903","56.4026110474564","69.4997605743127","73.0166141787022","69.8334292538861","76.2341814649313","107.673511143569","138.10262883607","144.352862771643","149.956786096382","197.328354010209","222.013329263865","224.394516848957","238.389469276442","",
"Finland","FIN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","201.127972895352","200.389865203469","172.473703585244","188.294878361812","159.83587381825","127.561438480607","156.159960783154","156.20490377602","144.167357493721","125.891311782934","130.534733149328","110.446237041151","127.225306063791","126.441003157836","140.716143174175","124.451624325042","133.234129999939","114.692227666939","110.017003479312","114.944992947814","109.091904006243","110.085005710897","94.370322160755","89.1652266335037","94.8941557205406","95.3932921116732","101.937866354045","99.048652995577","111.813586166497","100.625142077745","109.689420899385","98.3019943019943","92.3428184281843","97.2890410958904","92.3550135501355","93.1547619047619","94.2942942942943","95.6656346749226","96.5732087227414","88.2005899705015","83.4269662921348","72.3507770135733","96.6056459409074","82.912235063825","69.3190237851705","73.2366605395365","58.2767836803239","54.060001251136","48.8477625447144","53.614469414569","48.3295613524573","42.617236455396","34.6325903345714","56.9831545501212","45.2508390522892","48.2181692513845","63.076762344989","60.361424577065","64.3207423480925","63.8444855755042","",
"Fiji","FJI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","73.9584287153191","80.8338711648153","77.5048358032032","74.5827027551416","74.4889561852573","76.8964284901323","87.2145030957164","90.5742044958739","95.2788564560253","100.165382832185","102.883389757522","111.550286221093","107.548696519653","84.9430781580676","107.637006752722","112.963823431796","110.466172401411","113.044090717002","116.705868400767","113.90536149472","121.633544442018","127.067034646352","125.629980615981","123.609923011121","130.313501144165","138.071949212321","143.343187977334","149.023845007452","163.481009267692","152.052228822176","150.77214846925","143.037574992106","147.99099967856","175.435591958302","175.194295900178","173.128205128205","186.364824984123","206.462352740311","217.606665445889","255.536374845869","256.760078662734","279.508912576178","346.206615682638","321.871284301288","226.649104362134","163.906083574467","174.277437798423","138.368111532985","140.625664764268","159.269382068329","422.979030025358","499.942606336325","419.087987985935","605.539885199805","449.906490591692","505.192866599147","560.596036485363","384.179048821951","380.74374422493","","",
"Faroe Islands","FRO","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","156.523681858802","152.046531667385","150.938824954573","143.336851194474","142.310508971073","145.166070961555","145.486111111111","139.712062256809","140.555747922438","147.163506372397","156.525580274677","142.219304005253","156.227045075125","114.951867276575","116.959064327485","123.258785942492","114.603536794067","119.165325362152","108.28488372093","114.111111111111","121.296784396415","128.263279911299","129.998509761065","127.96442687747","130.160372478013","131.8407960199","139.660407061734","134.91150200011","144.14466130884","149.063670411985","152.887323943662","145.566860465116","143.103448275862","153.457814661134","156.611865618299","146.215384615385","135.603345280765","128.377544725478","158.287073750991","156.521739130435","169.691470054446","160.73883161512","154.217698809729","164.401294498382","175.962955167333","174.871335869322","159.789560552919","193.228840125392","229.464285714286","209.379509379509","176.533018867925","162.858750703433","420.143884892086","420.293797606094","366.690838772057","473.517285125278","412.551159618008","436.818851251841","439.175257731959","410.60382916053","",
"Georgia","GEO","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8616600790514","91.9795221843004","91.1764705882353","72.9411764705882","59.9627560521415","47.8374836173001","61.4828209764919","42.5985090521832","42","71.6112531969309","31.8072289156626","14.9851111140008","15.1187882009035","22.6850719636242","17.2249329296035","14.5195794328716","14.0491308346354","16.0952563591718","12.9593158497677","10.6867486408143","13.7470955563171","18.9129079873722","15.3154906123101","14.6588529652941","21.0142943424324","15.4618661816755","12.6058722204657","12.1278774311774","30.9211695897529","",
"Ghana","GHA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gibraltar","GIB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","314.616451932607","366.115671917758","300.479830615668","220.25778079694","198.043801156654","105.540199737718","111.934459596988","120.765910509726","120.350505666533","119.626606590173","107.257681318614","92.2751640455842","97.3414514681309","97.9977011494253","97.3439915855903","110.243688077467","109.904013961606","111.814989194196","114.167812929849","109.3626738634","128.898677044184","111.349924585219","107.88675429727","104.5140562249","110.062015503876","112.308422103862","98.679706601467","102.690724912947","102.574226152874","110.458657355975","112.469817178337","124.356435643564","127.568922305764","122.273781902552","119.952494061758","117.154811715481","138.082191780822","136.416184971098","142.987804878049","131.072147168727","129.429429429429","207.522042315298","141.13456851148","175.086449879476","188.157395652911","381.338026609993","510.625480536492","472.588676884579","630.686626292063","185.191672431437","87.4871901122559","147.80040060517","169.190828173904","124.663932654666","98.0982457159143","135.772960215789","79.9079066619775","149.420112313824","187.579076692652","116.824032443464","",
"Grenada","GRD","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","3230.35","1100","787.775","876.508474576271","858.452670449428","2510","500","544.225609756098","652.588709677419","400.405882352941","474.736842105263","475.4","615","1010.23120921614","766.428571428571","924.285714285714","835.714285714286","954.666666666667","1518.26923076923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","84.6374607861831","78.2110447240119","86.1879482772897","85.7848683550976","82.6311864709648","81.6032421219641","79.8210674313311","77.8965657661427","84.8080930948107","83.3273671983119","80.3531633456788","77.5098454397567","82.0059732458441","77.9094726648019","74.5009160852393","73.7850177331919","76.6893748775039","74.7748163956415","72.5041900983251","72.0822664621419","74.7728642080836","72.1695164954887","72.4639978265272","72.9155318967879","74.8096552303689","74.8090506274846","78.7011483202425","79.3533939234206","80.1871290607729","80.8787572124115","85.1047536813036","79.3579899042793","78.6241827743623","77.7325576541397","74.4190984455741","71.2774143643495","78.7791582163469","73.2388001380231","75.1499281824565","76.0703440591012","73.3843879543872","74.050034239954","71.4674548535601","70.1158734748942","69.0283584165949","67.1682626703034","67.8057903483556","70.6260829735648","",
"Hong Kong SAR, China","HKG","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","329.268292682927","232.558139534884","102.857142857143","87.28","114.558887440243","318.377239199157","140.160519544173","103.846358744872","215.856487874938","227.855539000693","164.359361490715","194.507048288273","218.630885798105","278.205935605762","264.105569883109","270.237605477999","190.106691731803","209.644957525594","224.506269990354","256.459143968872","294.878491030802","246.082162866157","194.701217662608","197.721697820282","172.140991405099","190.362283165851","184.851039024467","200.05298013245","158.150199554317","175.258128742404","176.275545192703","194.117647058824","159.571216617211","131.735172413793","146.688218390805","134.294614572334","104.94468832309","155.912946486472","186.825749358676","63.302752293578","491.660487398459","443.541461204254","517.376722880397","616.249789558816","2048.15166879767","1185.02694842962","1757.22967068533","3066.17658626114","2834.0858836557","2124.47489973759","2613.43183555876","454.146161738877","485.925882046399","667.894977954942","787.030641704989","2750.20744949564","1707.79193830491","1469.69924320874","4723.14320027967","",
"Croatia","HRV","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0715818858717","40.7603497444017","53.4602344494427","47.5117992009618","51.5151515151515","66.6098408474613","51.2691727487552","45.3910124860344","52.203918337153","51.6015280634734","70.6717948717949","71.0475099207185","65.3742067705375","59.1097194250559","73.6562456774375","72.8878374234089","90.1637887816425","39.7101256085335","63.1723992106005","60.0468517194753","41.6479202928996","35.9172751251959","39.6546777932078","34.7052936247552","23.9818700584561","35.4178431150877","41.8189541020268","37.8136251384805","40.5757415174714","",
"Haiti","HTI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","174.22689592643","187.739269637555","178.698595413473","178.322137508013","134.426100037608","129.845611117073","152.216242168468","156.875597024046","148.676431152712","161.769065033188","172.816862356359","183.265222979538","195.739203915458","217.377328134125","236.479915268757","183.385303257721","196.544277862695","180.837614287678","173.73794162933","161.375060265144","160.706306711775","170.883328693004","170.010459735377","167.792838424101","149.849531346423","155.481799268756","146.58426219914","182.038911005522","152.574971529799","122.314085267134","119.592592592593","112.960583330843","140.436765058795","124.641636869289","149.848582290641","157.202045682297","153.684059014034","158.715203426124","142.443200526836","132.556897647807","152.367696440564","207.962538189917","213.832372954832","170.255947682941","125.92273740612","150.993377483444","227.386889598507","208.757127319469","154.952282917808","158.727084172545","136.405434898329","175.750535666996","166.478037367623","142.467061264478","144.353168686791","174.695837759549","192.656411943409","190.77907847406","184.31735458065","191.315167000204","",
"IBRD only","IBD","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","117.028019417166","146.700723436656","152.938688463973","146.600745924771","146.708193251566","152.958090785095","158.873393962913","173.53350928412","161.443725735219","158.588357357397","149.461572783065","149.006095000238","151.938544702324","139.248523605548","141.350756966367","136.67615750999","138.007224355524","136.170459645149","134.920982941673","132.667206789024","128.159537436111","126.296264064727","125.78651312618","126.671834870987","120.521887608544","118.759687250698","118.957555836825","120.699894696956","119.14932841197","122.410257382049","124.532544266524","101.040248474699","99.4133943521581","101.517730779886","98.8678421204954","100.170446025134","103.770111504283","104.23239748766","101.444349480945","98.7873385040303","97.7621215594714","99.7963745543703","97.8381746037256","98.1458897572814","97.0229241378544","101.044287452844","100.64092492518","99.7938042508167","105.475702488064","97.1322025411965","98.8964690803328","97.8679235626883","99.230306759738","95.6574370281155","91.9748120473597","93.9769738634863","96.4056038437407","96.7048301533434","94.3666822768367","97.493359991368","",
"IDA & IBRD total","IBT","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","119.262685972641","146.515767459542","153.427238711311","148.194148898001","147.777965733066","154.683932149062","162.075331913114","177.169205865995","163.531372014534","159.997234400159","151.18136738439","149.571118393341","151.637437497147","140.098485142038","142.808090574461","138.896993841205","141.102662822742","139.029942395573","137.785301303971","135.302584393948","130.292493812187","128.053045579483","126.655185011277","127.476116317602","121.716420906194","120.532919250723","120.045087444159","121.333607307559","120.254817334581","123.599790424867","126.047180493798","101.985388073222","100.144760439332","102.640312097738","100.119439337538","101.109589593078","105.579226716822","105.428515017301","102.777017915856","100.200927012502","99.1759045526163","101.567048259697","99.6206387233877","99.8087653898477","99.0418401279381","102.92186799068","102.080262373898","101.325638209858","107.690347912529","99.3345089636048","101.062563563899","100.155581174736","102.699569587396","99.2266550359552","95.6394246221527","97.6884700739134","101.217786350212","101.640856704261","99.4573708841197","102.713595138714","",
"IDA total","IDA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","247.062812158899","314.02139555742","364.662063411579","234.265737090416","201.336459414278","197.492080003783","161.749918761509","145.134939039999","160.304776122707","176.630035839199","193.405568726261","234.886002361704","224.655503705737","219.093097650738","204.846650722737","178.671033488486","163.591935678669","142.426760449536","143.050561212844","143.003472858557","153.028882216425","140.069119254001","132.893533204479","140.313464100835","144.806614510122","154.255327174436","117.295547575818","110.563912411456","121.347085288242","122.067992458611","117.748620180049","140.551466251282","127.183717787957","126.28705736385","125.389440425791","126.039571742079","135.23458340228","135.721615802959","134.808643963982","141.489674931874","142.377958126031","133.996450329668","134.957007854237","154.456725047542","154.463025543952","155.663488886532","161.679672133354","190.533260302425","192.635527398677","186.709458675934","181.751467313926","213.575621455687","214.96388764491","213.873321309608","231.736286528072","",
"IDA blend","IDB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","351.228291524417","170.912715994683","213.248703160744","265.981167954852","245.064334248952","297.067612744764","390.709654498623","422.429508915333","217.280900455742","192.980474343158","162.33018026957","149.585779992842","134.327456698373","133.256442834135","172.424899561724","195.476640873961","226.887579967594","235.21012192642","219.701389862033","188.603185092183","165.027043721691","148.864795352756","132.933292589964","134.691824514635","146.408524951725","161.442062709945","145.955713578155","135.398227394655","142.585302264372","146.692282061018","154.138907327719","108.222354814802","103.088460086423","111.385101262212","110.971294791883","105.688717018775","136.089517530564","126.834900510438","119.093560137044","120.765759727261","125.511007970643","129.590805831969","128.640762107286","121.188264133867","128.545054293091","124.004068459745","116.279219309785","110.105181377815","130.51213388152","129.55326833993","119.213434452671","119.17885611125","141.261187413751","134.059556663174","120.967465523383","119.226177533489","131.752458474209","126.777330185865","122.100289221449","135.406844531032","",
"Indonesia","IDN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","866.666666666667","209.221739130435","205.430434782609","353.668292682927","287.954545454545","644.67458432304","452.944020356234","530.613913005059","471.33755318045","752.913659449345","593.693616290059","412.99058149736","235.710843373494","267.42671009772","155.364806866953","109.99086513247","92.0100598689077","99.5622072292674","118.399951131111","132.098313945196","106.974154640053","105.874725150815","89.0660592255125","87.2168983059647","88.1689547068311","95.9766335254749","79.847865775039","81.9773159378483","82.5145253893492","90.8547309180443","76.6982353116424","80.0142708873897","80.3634977122522","81.2803016699587","68.0079377194321","87.0274064384392","80.3430260534818","81.8533959229229","94.702790714036","111.657852359229","111.024297158404","123.185040323133","102.582993062733","109.027606174756","121.07957588805","118.397405023076","103.47849512721","105.940235345092","113.830428965059","131.486353964898","127.487464331651","139.600564304742","139.809886228921","142.10225442784","147.702994973738","147.318634408066","122.916470265476","131.759943413439","",
"IDA only","IDX","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","170.151321174471","212.338492597577","285.422230082235","284.457225017973","214.05993029256","303.289704391011","182.338134338404","163.297440394985","220.040389279589","182.709697433731","190.54355919583","245.381491067361","211.654336988219","218.253310218336","236.852302259813","205.898054525914","193.090909763806","158.36798931837","156.346469803323","137.984786952732","140.442465033543","131.893082752889","129.043280182232","136.73418778877","141.888420172889","154.434625809734","141.110977854056","129.742593944666","144.833055933828","148.180644551852","145.294969304602","150.934113647681","127.903149582078","143.164513940891","135.349823435836","127.112117598939","146.931989789625","153.005040681972","171.227306570351","177.847634708946","199.309276460224","188.212770778103","227.019515435281","269.135677224502","287.267452080509","345.621025613802","402.659050699393","400.516829152191","461.413062890701","550.215390417804","549.590640161168","912.643240379586","1143.00006717451","1143.85445855502","1083.91990438837","",
"Isle of Man","IMN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","153.983404567158","160.074196266115","166.395408600308","206.61090773054","219.967534743152","242.049703100946","252.419222568476","226.835867044576","207.691501624227","212.766358664907","214.344493747479","199.87723859041","206.526484284051","169.541441560153","191.158286370849","145.600204542549","160.314972383938","173.052276559865","175.47672135512","183.053202752779","148.029388867264","132.351481127137","145.032608567361","152.249667071618","150.141679381483","135.56441783599","116.262330584029","119.232759070412","132.118677120043","132.502493379837","128.751462074966","124.391689432834","135.275568379785","129.282937810091","122.323912218476","128.156746926633","122.984938510516","122.865994285005","126.089684435893","113.68746025741","118.59459311618","113.401275032345","119.961055081536","121.48632440882","132.896008909816","152.551053782092","172.230339025303","188.965017924367","181.231008642721","171.491764074282","171.196237140606","159.54027888951","149.517841984085","154.546113601489","149.441673137188","144.728520036811","146.530556014768","152.701187574258","156.483317038389","176.042247195875","",
"Not classified","INX","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","315.110095167009","326.063732587397","325.939115608844","332.874657435454","196.364112662825","244.309243697479","226.827586206897","218.727272727273","211.869107043816","219.781931464174","204.384428223844","239.095022624434","202.386682711592","192","228.201480698043","272.966965285554","284.092007434944","580.815972222222","411.891515994437","256.794871794872","244.449030127941","238.309215536938","252.627655609392","284.159663865546","258.004508196721","280.873140172279","231.23469744666","270.039682539683","238.051904280418","248.136200716846","218.032786885246","217.589576547231","227.301587301587","235","243.648208469055","236.805555555556","202.453987730061","228.938906752412","249.819494584838","318.158174097665","210.613214285714","287.428365384615","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","270.477777777778","240.161538461538","234.177215189873","196","278.888888888889","338.260869565217","333.333333333333","307.362459546926","144.050447518308","97.6894216245188","149.42434098301","155.498187770373","160.786753445636","139.254909157644","189.54122479289","222.429406731318","339.565373563218","604.758382642998","2854.625","3073.65642994242","3735.29940981719","6664.35565154788","4038.65178571429","1255.99740682502","892.092760180996","872.446428571429","356.146737608513","254.215020801401","187.745098039216","178.448116325182","156.413817045652","174.264409792132","174.596635770683","130.843132500909","147.022530751431","129.745216412565","163.540258143823","160.330771531789","149.271669192778","114.927621867321","121.279050887195","134.471303181688","127.760170851698","140.737764949906","171.523714838605","122.050644869343","113.671783714012","101.268134863199","51.6603471847948","42.6549555111522","50.055818038187","75.1672508194525","42.3680445101382","45.7531614748109","42.944366703019","49.4258521993159","54.0848202749638","58.6934551574319","",
"Iraq","IRQ","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","283.333333333333","189.622553151634","86.5333231544393","101.937846678993","102.505952380952","134.567901234568","169.745776093479","43.2010202454966","35.3655006031363","26.3565891472868","26","","1604","45.78125","66.1538461538461","49.0755845568244","51.3049163179916","54.7810770005033","30.8300907911803","24.7303938454472","46.1024498886414","107.76","100","112.987012987013","124.675324675325","108.409090909091","109.046153846154","109.784615384615","117.938461538462","118.323170731707","113.170731707317","96.4830188679245","98.7089749572251","191.166666666667","93.8186975534807","133.904767733643","133.289583581911","145.964474914304","133.356651509852","155.584902988245","141.987577639752","130.527950310559","169.934050007963","142.282756497106","189.89614805603","230.667661157996","123.030287641458","215.113496154157","234.400703646404","234.400703646404","234.400703646404","",
"Iceland","ISL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","174.203955674008","214.363143631436","264.802834257548","275.048820790146","296.20253164557","226.316406708104","264.696465952469","292.039739973016","277.209758489641","303.024010382868","342.969466649194","322.949816401469","290.986148439115","353.479152426521","313.270986417279","268.771699352538","289.697391996815","316.554925219185","304.250648573139","324.161297489447","341.189801699717","382.5","483.16393442623","222.601938502674","217.275862068966","214.939655172414","233.37","229.688796680498","216.395348837209","228.386905935713","176.686454398273","186.530041918957","230","174.765217391304","223.923992673993","153.182518446445","160.833333333333","162.608695652174","182.5","176.666666666667","20896.5517241379","","","","","","","","","","","","","","","","","","","","",
